puisi,title,author,puisi_with_header
"Andai waktu dapat terulang 
 Andai mengeluh menambah pahala 
 Andai protes diterima 
 Andai Tuhan mendengarnya 
  
 Kami, 
 Tidak akan pernah mau hidup di sini 
 Tidak akan sudi menerima semua ini 
  
 Sungguh, 
 Dunia begitu kejam 
 Angin seolah mengejek 
 Kebahagiaan seakan menghindar 
  
 Apa salah kami? 
 Apa dosa kami? 
 Mengapa nasib kami begini? 
 Mengapa takdir sepelik ini? 
  
 Adakah secercah harapan baru? 
 Adakah sedikit kebahagiaan yang tersisa? 
  
 Oh, dunia... 
 Kami merindukan bahagia 
 Kami mengharapkan bahagia 
 Kami menantikan bahagia 
  
 Ya, bahagia... 
  
 ",HITAM PUTIH,Oleh Nathania Mareta,"HITAM PUTIH 
 Oleh Nathania Mareta 
  
 Andai waktu dapat terulang 
 Andai mengeluh menambah pahala 
 Andai protes diterima 
 Andai Tuhan mendengarnya 
  
 Kami, 
 Tidak akan pernah mau hidup di sini 
 Tidak akan sudi menerima semua ini 
  
 Sungguh, 
 Dunia begitu kejam 
 Angin seolah mengejek 
 Kebahagiaan seakan menghindar 
  
 Apa salah kami? 
 Apa dosa kami? 
 Mengapa nasib kami begini? 
 Mengapa takdir sepelik ini? 
  
 Adakah secercah harapan baru? 
 Adakah sedikit kebahagiaan yang tersisa? 
  
 Oh, dunia... 
 Kami merindukan bahagia 
 Kami mengharapkan bahagia 
 Kami menantikan bahagia 
  
 Ya, bahagia... 
  
 "
"Dengan apakah aku membalas jasamu? 
 Setiap hari kau menuyuapiku dengan ilmumusetiap hari kau menasihatiku dengan petuah bijakmudengan apakah aku membalas semua itu? 
 Aku ingin seperti dirimutidak ada kata kata mundur dalam kamusmusekalu maju teruslah maju dan majuitulah prinsipmu 
 Seringkali ku mengecewakanmuseringkali ku membuat luka di hatimutapi kau malah membalas semua itu dengan doa doamuoh... Sungguh mulia hatimu (Guru) 
  
 ",SANG GURU,Oleh Rizal victor,"SANG GURU 
 Oleh Rizal victor 
  
 Dengan apakah aku membalas jasamu? 
 Setiap hari kau menuyuapiku dengan ilmumusetiap hari kau menasihatiku dengan petuah bijakmudengan apakah aku membalas semua itu? 
 Aku ingin seperti dirimutidak ada kata kata mundur dalam kamusmusekalu maju teruslah maju dan majuitulah prinsipmu 
 Seringkali ku mengecewakanmuseringkali ku membuat luka di hatimutapi kau malah membalas semua itu dengan doa doamuoh... Sungguh mulia hatimu (Guru) 
  
 "
"#SESAL 
 Puisi J.A.Y 
  
 Ada Secuil sesal yang bertahan di Hati ... 
 Tak kala dia hadir di dalam mimpi 
 Mengetuk Ruang hatiku Malam tadi.. 
 Disetiap selipan dirinya dalam bait puisi,, 
  
 Aku bertanya ? Pada diriku kembali.. 
 Apakah perputaran Waktu memang tak mampu ntuk Berhenti 
 Adakah sesal ini adalah Harapan Semu untuk menyenangkan diri 
 Namun ku semakin Terseret arus Hatiku 
  
 Perlahan ku Menepi... 
 Di 
 Ujung Kenyataan dia teman Terbaik ku,,. 
 Tapi, Kisah hanya tinggal ... 
 Diary lama...... 
 Yang Tak perlu di buka Kembali 
  
 Walau Hanya sekedar Mengenang Memori ... 
 Membalik Halaman .. 
 Demi Halaman 
 Kisah HATI. .. .. .. . 
  
 ",,,"#SESAL 
 Puisi J.A.Y 
  
 Ada Secuil sesal yang bertahan di Hati ... 
 Tak kala dia hadir di dalam mimpi 
 Mengetuk Ruang hatiku Malam tadi.. 
 Disetiap selipan dirinya dalam bait puisi,, 
  
 Aku bertanya ? Pada diriku kembali.. 
 Apakah perputaran Waktu memang tak mampu ntuk Berhenti 
 Adakah sesal ini adalah Harapan Semu untuk menyenangkan diri 
 Namun ku semakin Terseret arus Hatiku 
  
 Perlahan ku Menepi... 
 Di 
 Ujung Kenyataan dia teman Terbaik ku,,. 
 Tapi, Kisah hanya tinggal ... 
 Diary lama...... 
 Yang Tak perlu di buka Kembali 
  
 Walau Hanya sekedar Mengenang Memori ... 
 Membalik Halaman .. 
 Demi Halaman 
 Kisah HATI. .. .. .. . 
  
 "
"Masa laluku kelam dan gentar 
 Bagai badai yang mengelegar 
 Kini kuterkurung beribu pagar 
 Mencoba sekuat tenaga tuk keluar sangkar 
 Kesejajaran tak membuatku melihat fajar 
 Aku hanyalah seorang yang kurang ajar 
 Berburu ke palang ajar 
 Mengumpulkan semua yang berpencar 
 Aku memang miskin bakat 
 Kusadari semua yang tak mungkin dapat 
 Bersujud menangis memohon berkat 
 Berharap terganti besi yang berkarat 
 Semua kebisingan hanyalah sampah 
 Masa lalu tak dapat kuubah 
 Berusaha sepenunya untuk tabah 
 Berharap suatu saat ilmuku bertambah 
  
 ",MASA LALU YANG KELAM,Oleh Stephani Thalia,"MASA LALU YANG KELAM 
 Oleh Stephani Thalia 
  
 Masa laluku kelam dan gentar 
 Bagai badai yang mengelegar 
 Kini kuterkurung beribu pagar 
 Mencoba sekuat tenaga tuk keluar sangkar 
 Kesejajaran tak membuatku melihat fajar 
 Aku hanyalah seorang yang kurang ajar 
 Berburu ke palang ajar 
 Mengumpulkan semua yang berpencar 
 Aku memang miskin bakat 
 Kusadari semua yang tak mungkin dapat 
 Bersujud menangis memohon berkat 
 Berharap terganti besi yang berkarat 
 Semua kebisingan hanyalah sampah 
 Masa lalu tak dapat kuubah 
 Berusaha sepenunya untuk tabah 
 Berharap suatu saat ilmuku bertambah 
  
 "
"Mentari menyapa sayap fajar 
 Menyongsong sejuta jiwa kegelapan 
 Tertatih hati melihat kelamnya jiwa 
 Melangkah teduh nan elok 
 Mata hati telah berpijak pada sosok tegar 
 Menanti untaian darinya 
 Sampai pedih hati telah tumbuh 
 Namun satu untaianpun tak terucap 
 Haruskah hati memilih liku kelam? 
 Menampakkan raut ceria tanpa makna? 
 Hanya Sang Khalik yang mengetahui 
 Batin menyiksa dengan senyum tersirat 
  
 ",PENANTIAN HATI,Oleh Sabrianah Badaruddin,"PENANTIAN HATI 
 Oleh Sabrianah Badaruddin 
  
 Mentari menyapa sayap fajar 
 Menyongsong sejuta jiwa kegelapan 
 Tertatih hati melihat kelamnya jiwa 
 Melangkah teduh nan elok 
 Mata hati telah berpijak pada sosok tegar 
 Menanti untaian darinya 
 Sampai pedih hati telah tumbuh 
 Namun satu untaianpun tak terucap 
 Haruskah hati memilih liku kelam? 
 Menampakkan raut ceria tanpa makna? 
 Hanya Sang Khalik yang mengetahui 
 Batin menyiksa dengan senyum tersirat 
  
 "
"Kau.... 
 Yang dulu aku sayang 
 Yang dulu aku puja 
 Yang dulu aku tinggikan 
 Sekarang.... 
 Kau pergi bersama kenangan 
 Kenangan yang dulu kita lewati 
 Kenangan yang selalu ku kenang 
 Saat kita susah , senang bersama 
 Tapi sekarang kau pergi 
 Pergi setelah kau temui dia 
 Yang lebih dariku 
 Aku cuman berharap 
 Kau sadar... 
 Hanya aku yang selalu mencintaimu 
  
 ",HILANG,Oleh Anjasthio Dwi A,"HILANG 
 Oleh Anjasthio Dwi A 
  
 Kau.... 
 Yang dulu aku sayang 
 Yang dulu aku puja 
 Yang dulu aku tinggikan 
 Sekarang.... 
 Kau pergi bersama kenangan 
 Kenangan yang dulu kita lewati 
 Kenangan yang selalu ku kenang 
 Saat kita susah , senang bersama 
 Tapi sekarang kau pergi 
 Pergi setelah kau temui dia 
 Yang lebih dariku 
 Aku cuman berharap 
 Kau sadar... 
 Hanya aku yang selalu mencintaimu 
  
 "
"Sela-sela bambu bernyanyi tersentuh angin 
 Angin meliuk-liuk kian berbisik 
 Mengingatkanku akan seuntai kenangan.. 
 Kenangan itu kini mengusik kedamaian 
  
 Tempat ini, 
 Berjalan kenangan kisah tentang kita 
 Menatap senja dihamparan hijau itu.. 
 Kini, ku hanya bisa berharap 
  
 Kau datang, 
 Kau datang di tempat ini 
 Menepati janji-janji kita 
 Yang dulu disaksikan ribuan untaian bunga.. 
  
 Namun, apa yang terjadi? 
 Langit semakin muram 
 Mentari meninggalkan salam 
 Langitpun seakan ingin menangis.. 
  
 Mentari yang setia menanti bulan 
 Harapannya kini haruslah sirna 
 Menerima keadaan yang ada 
 Musnah tergantikan oleh hujan 
  
 Disini, ku tetap disini 
 Menunggu kehadiran dirimu 
 Dibawah derasnya hujan 
 Kau tak ingat sekalipun janji kita 
  
 Ku merenung, 
 Menyesali semua ini.. 
 Air mata jatuh perlahan berpadu dengan air hujan 
 Mengadu segalanya kepada Tuhan, gemuruh hujan  berteriak bergantian.. 
  
 Kini malam berlalu dengan sendu 
 Bulan terhalang awan, 
 Perasaan yang semakin menderu 
 Terhalang waktu yang tak bisa diungkapkan.. 
  
 ",LANGITPUN INGIN MENANGIS,Oleh Izza Annahdlia,"LANGITPUN INGIN MENANGIS 
 Oleh Izza Annahdlia 
  
 Sela-sela bambu bernyanyi tersentuh angin 
 Angin meliuk-liuk kian berbisik 
 Mengingatkanku akan seuntai kenangan.. 
 Kenangan itu kini mengusik kedamaian 
  
 Tempat ini, 
 Berjalan kenangan kisah tentang kita 
 Menatap senja dihamparan hijau itu.. 
 Kini, ku hanya bisa berharap 
  
 Kau datang, 
 Kau datang di tempat ini 
 Menepati janji-janji kita 
 Yang dulu disaksikan ribuan untaian bunga.. 
  
 Namun, apa yang terjadi? 
 Langit semakin muram 
 Mentari meninggalkan salam 
 Langitpun seakan ingin menangis.. 
  
 Mentari yang setia menanti bulan 
 Harapannya kini haruslah sirna 
 Menerima keadaan yang ada 
 Musnah tergantikan oleh hujan 
  
 Disini, ku tetap disini 
 Menunggu kehadiran dirimu 
 Dibawah derasnya hujan 
 Kau tak ingat sekalipun janji kita 
  
 Ku merenung, 
 Menyesali semua ini.. 
 Air mata jatuh perlahan berpadu dengan air hujan 
 Mengadu segalanya kepada Tuhan, gemuruh hujan  berteriak bergantian.. 
  
 Kini malam berlalu dengan sendu 
 Bulan terhalang awan, 
 Perasaan yang semakin menderu 
 Terhalang waktu yang tak bisa diungkapkan.. 
  
 "
"Setiap manusia punya masa lalu kan? 
 Setiap manusia juga pernah salah kan? 
 Lalu kenapa saya harus tetap good image? 
  
 Andai saya sebatang kara 
 Andai darah biru juga bukan saya 
 Apalah arti berpura-pura? 
 Semua atas nama keluarga 
  
 Tuhan mungkin telah baik 
 Telah menjaga nama baik ku 
 Tapi aku tak tahan harus munafik 
 Semua adalah kekurangan ku 
  
 Tidak.. 
 Aku tidak berniat kembali 
 Tidak juga masa lalu ku gali 
 Ataupun ku sesali 
  
 Hanya saja.. 
 Aku ingin menjadi diri ku 
 Dengan segala kekuranganku 
  
 ",DENGAN WARNA-WARNA YANG BISA DIBEDAKAN,Oleh Ameerah Balqish,"DENGAN WARNA-WARNA YANG BISA DIBEDAKAN 
 Oleh Ameerah Balqish 
  
 Setiap manusia punya masa lalu kan? 
 Setiap manusia juga pernah salah kan? 
 Lalu kenapa saya harus tetap good image? 
  
 Andai saya sebatang kara 
 Andai darah biru juga bukan saya 
 Apalah arti berpura-pura? 
 Semua atas nama keluarga 
  
 Tuhan mungkin telah baik 
 Telah menjaga nama baik ku 
 Tapi aku tak tahan harus munafik 
 Semua adalah kekurangan ku 
  
 Tidak.. 
 Aku tidak berniat kembali 
 Tidak juga masa lalu ku gali 
 Ataupun ku sesali 
  
 Hanya saja.. 
 Aku ingin menjadi diri ku 
 Dengan segala kekuranganku 
  
 "
"Dari jauh aku memandang 
 Seraut wajah cantik yang menawan 
 Dia meluluhkan hatiku 
 Hingga aku menjadi tertawan 
 Seindah Taburan bintang di langit kelam 
 Dia datang dengan wajah merona 
 Seindah pelangi di pagi hari 
 Membuatkan hari-hariku berwarna 
 Entah mengapa siang malam ku selalu ceriaku tanya hati dan perasaanku 
 Oh, Ternya aku jatuh cinta 
 Kepadanya yang laksana bidadari 
 Lalu aku berdiri dan bernyanyi 
 Di depan cermin aku bergaya 
 Tak sabar aku untuk berjumpa dengannya 
 Oh, Bidadariku tunggu kedatanganku 
 Setangkai mawar merah kupetik di taman 
 Akan kupersembahkan untuknya sebagai lambang cintaku 
 Umpama taman hatiku berbunga-bunga 
 Ingin segera ku beri keindahan 
 Andaikan dia membalas cintaku 
 Betapa bahagianya hidupku 
 Andaikan dia menolak cintakumaka hancurlah impianku 
 Kau bidadariku 
 Sambutlah cintaku 
 Genggam erat tanganku 
 Ku tak akan pernah melepasmu 
  
 ",KAU BIDADARIKU,Oleh Ome,"KAU BIDADARIKU 
 Oleh Ome 
  
 Dari jauh aku memandang 
 Seraut wajah cantik yang menawan 
 Dia meluluhkan hatiku 
 Hingga aku menjadi tertawan 
 Seindah Taburan bintang di langit kelam 
 Dia datang dengan wajah merona 
 Seindah pelangi di pagi hari 
 Membuatkan hari-hariku berwarna 
 Entah mengapa siang malam ku selalu ceriaku tanya hati dan perasaanku 
 Oh, Ternya aku jatuh cinta 
 Kepadanya yang laksana bidadari 
 Lalu aku berdiri dan bernyanyi 
 Di depan cermin aku bergaya 
 Tak sabar aku untuk berjumpa dengannya 
 Oh, Bidadariku tunggu kedatanganku 
 Setangkai mawar merah kupetik di taman 
 Akan kupersembahkan untuknya sebagai lambang cintaku 
 Umpama taman hatiku berbunga-bunga 
 Ingin segera ku beri keindahan 
 Andaikan dia membalas cintaku 
 Betapa bahagianya hidupku 
 Andaikan dia menolak cintakumaka hancurlah impianku 
 Kau bidadariku 
 Sambutlah cintaku 
 Genggam erat tanganku 
 Ku tak akan pernah melepasmu 
  
 "
"Bagiku, 
 Cinta itu.. 
 selalu ingin membahagiakan 
 Cinta itu... Saling meng inginkan 
 Namun jika hanya kesedihan dan kegalauan yang engkau semaikan 
 Haruslah cinta dipertanyakan 
  
 Dan ketika cinta dipertanyakan, 
 Adakah kau ingin bertahan?? 
 Hanya terlihat tatapan bimbang disana 
 Jelas.. 
 dan sakit kurasa 
 Ah.. 
 sudahlah... 
  
 Sungguh.... 
 Aku tidak ingin engkau pergi 
 Namun, jika engkau sendiri ingin pergi... 
 maka pergilah.... 
 Aku juga tidak ingin kau tetap disini, 
 Jika hatimu tidak benar- benar ingin menetap. 
 Tidakkah kau menyadari... 
 Keragu-raguanmu itu menyakiti bagiku 
  
 Pergilah.... Jika separo hatimu sudah tak lagi disini 
 Jangan cemaskan aku 
 Karna aku... 
 akan baik-baik saja 
 Tanpamu.... 
  
 ",JANGAN PAKSAKAN HATI,Oleh B-ning,"JANGAN PAKSAKAN HATI 
 Oleh B-ning 
  
 Bagiku, 
 Cinta itu.. 
 selalu ingin membahagiakan 
 Cinta itu... Saling meng inginkan 
 Namun jika hanya kesedihan dan kegalauan yang engkau semaikan 
 Haruslah cinta dipertanyakan 
  
 Dan ketika cinta dipertanyakan, 
 Adakah kau ingin bertahan?? 
 Hanya terlihat tatapan bimbang disana 
 Jelas.. 
 dan sakit kurasa 
 Ah.. 
 sudahlah... 
  
 Sungguh.... 
 Aku tidak ingin engkau pergi 
 Namun, jika engkau sendiri ingin pergi... 
 maka pergilah.... 
 Aku juga tidak ingin kau tetap disini, 
 Jika hatimu tidak benar- benar ingin menetap. 
 Tidakkah kau menyadari... 
 Keragu-raguanmu itu menyakiti bagiku 
  
 Pergilah.... Jika separo hatimu sudah tak lagi disini 
 Jangan cemaskan aku 
 Karna aku... 
 akan baik-baik saja 
 Tanpamu.... 
  
 "
"Ya Allah, kenapa semua sepertinya tidak adil? 
 Kenapa semua terasa asing? 
 Kenapa aku merasa sendiri? 
 Teman? Kenapa teman tidak seperti dulu? 
 Aku merasa mereka mulai jauh..., 
 Setiap langkah aku perhatikan..,, 
 Dan kenapa yang aku rasa sepi 
 Mereka tidak menyapaku seramah dahulu 
 Mereka tidak sehangat dahulu 
 Mereka asing buat hamba ya Allah 
 Datang di peristirahatanku saja tidak, 
 Apalagi berbincang? 
 Hanya lewat dengan tanpa menoleh, 
 Seakan aku tidak ada di antara mereka 
 Sakit ya Rob rasanya hati ini 
 Kenapa selalu aku yang menghampiri mereka? 
 Ada apa dengan mereka? 
 Tidakkah mereka membutuhkan hamba? 
 Beri hamba jawaban atas semua ini ya Allah 
 Bagi hamba mereka yang sangat berarti 
 Jika aku mempunyai kesalahan 
 Tegur aku sahabat.., 
 Jangan kalian diam dan menjauh dariku 
 Tidakkah kalian ingat bagaimana persahabatan kita terajut? 
 Hemm,,, entahlah 
 Aku sayang kalian sahabat 
 Hanya kalian yang ada di sampingku saat ini 
 Aku gak punya siapa-siapa lagi 
  
 ",PEDIH,Oleh Dwi,"PEDIH 
 Oleh Dwi 
 Ya Allah, kenapa semua sepertinya tidak adil? 
 Kenapa semua terasa asing? 
 Kenapa aku merasa sendiri? 
 Teman? Kenapa teman tidak seperti dulu? 
 Aku merasa mereka mulai jauh..., 
 Setiap langkah aku perhatikan..,, 
 Dan kenapa yang aku rasa sepi 
 Mereka tidak menyapaku seramah dahulu 
 Mereka tidak sehangat dahulu 
 Mereka asing buat hamba ya Allah 
 Datang di peristirahatanku saja tidak, 
 Apalagi berbincang? 
 Hanya lewat dengan tanpa menoleh, 
 Seakan aku tidak ada di antara mereka 
 Sakit ya Rob rasanya hati ini 
 Kenapa selalu aku yang menghampiri mereka? 
 Ada apa dengan mereka? 
 Tidakkah mereka membutuhkan hamba? 
 Beri hamba jawaban atas semua ini ya Allah 
 Bagi hamba mereka yang sangat berarti 
 Jika aku mempunyai kesalahan 
 Tegur aku sahabat.., 
 Jangan kalian diam dan menjauh dariku 
 Tidakkah kalian ingat bagaimana persahabatan kita terajut? 
 Hemm,,, entahlah 
 Aku sayang kalian sahabat 
 Hanya kalian yang ada di sampingku saat ini 
 Aku gak punya siapa-siapa lagi 
  
 "
"Kau lah tempat kami tinggaltempat kami merasakansenang dan susah 
 Kau meletakkan kamipada kulit mu yangterdapat banyak pemandangan yang indah 
 Kini kau telah di rusakoleh manusia yang tidakpunya rasa bersalahdan sangat serakah 
 Kau menjadi rusaktidak ada lagi kebeneranyang ada pada musemuanya telah tiada 
 Sekarang kau hanyamenjadi tempatkeserakahan dankeegoisanya manusia 
 Dunia, dunia, duniaaku akan mengubah mukembali seperti duludan menghapus rasa sakit itu 
  
 ",DUNIA,Oleh Tommy Mustafa Siddiq,"DUNIA 
 Oleh Tommy Mustafa Siddiq 
  
 Kau lah tempat kami tinggaltempat kami merasakansenang dan susah 
 Kau meletakkan kamipada kulit mu yangterdapat banyak pemandangan yang indah 
 Kini kau telah di rusakoleh manusia yang tidakpunya rasa bersalahdan sangat serakah 
 Kau menjadi rusaktidak ada lagi kebeneranyang ada pada musemuanya telah tiada 
 Sekarang kau hanyamenjadi tempatkeserakahan dankeegoisanya manusia 
 Dunia, dunia, duniaaku akan mengubah mukembali seperti duludan menghapus rasa sakit itu 
  
 "
"Aku hanyalah gelembung udara 
 sedangkan Kau luas cakrawala. Aku butiran air dibibir daun 
 sedang kau samudra beserta isinya. Ketika kau memberiku cinta 
 aku perkasa. Ketika aku rindu 
 mungkin itu sadarku yang pernah lupa. Keindahanmu yang murni mematahkan pena-penaku 
 sebab tak sanggup kutulis kata melebihi cinta. Aku yang mencintaimu 
 ibarat cemara. Lalu tatkala cintamu membelai merpati 
 maka jadilah rajawali terbang tinggi. Diantara gemulai para wanita menari 
 kau nobatkan matahari. Dan pada dada lelaki kau ukir kodrat sejati. 
  
 ","KAU, AKU DAN KEKASIH",Oleh Ramadhan Al Fatih,"KAU, AKU DAN KEKASIH 
 Oleh Ramadhan Al Fatih 
  
 Aku hanyalah gelembung udara 
 sedangkan Kau luas cakrawala. Aku butiran air dibibir daun 
 sedang kau samudra beserta isinya. Ketika kau memberiku cinta 
 aku perkasa. Ketika aku rindu 
 mungkin itu sadarku yang pernah lupa. Keindahanmu yang murni mematahkan pena-penaku 
 sebab tak sanggup kutulis kata melebihi cinta. Aku yang mencintaimu 
 ibarat cemara. Lalu tatkala cintamu membelai merpati 
 maka jadilah rajawali terbang tinggi. Diantara gemulai para wanita menari 
 kau nobatkan matahari. Dan pada dada lelaki kau ukir kodrat sejati. 
  
 "
"Rindu akan sosokmu 
 Yang tiada banyak kata 
 Cukup tatapan dan senyum kewibawaan 
 Meredam amarah dan beri kesejukan 
  
 Senyum itu telah lama hilang 
 Dalam keheningan malam 
 Merayap halus lalu lenyap 
 Penyesalan mulai menyergap 
  
 Aku rindu ayah 
 Petuah singkat tanpa banyak ucap 
 Bukti nyata sebuah usaha 
 Yang kau ajarkan pada kami 
 Aku rindu ayah 
  
 ",SURAT CINTA AYAH,Oleh Karomah,"SURAT CINTA AYAH 
 Oleh Karomah 
  
 Rindu akan sosokmu 
 Yang tiada banyak kata 
 Cukup tatapan dan senyum kewibawaan 
 Meredam amarah dan beri kesejukan 
  
 Senyum itu telah lama hilang 
 Dalam keheningan malam 
 Merayap halus lalu lenyap 
 Penyesalan mulai menyergap 
  
 Aku rindu ayah 
 Petuah singkat tanpa banyak ucap 
 Bukti nyata sebuah usaha 
 Yang kau ajarkan pada kami 
 Aku rindu ayah 
  
 "
"Garudaku gagah berani 
 Mencabik-cabik musuh pertiwi 
 Garudaku terbang tinggi 
 Menjelajahi penjuru negri 
 Garudaku gagah perkasa 
 Tiada musuh mampu menatap matanya 
 Garudaku elok rupa 
 Gambarnya dipajang di seluruh dunia 
 Garudaku harum nan wangi 
 Tercium baunya sampai kehati 
  
 Kini garudaku sudah tua 
 Setiap hari jatuh bulu dari sayapnya 
 Garudaku mulai renta 
 Mulai menipis perisai di dadanya 
 Garudaku tak berdaya 
 Kukunyan dipakai mencabik rakyat jelata 
 Garudaku telah pergi 
 Kearah yang tak semestinya 
 Garudaku telah mati 
 Disembelih para penguasa negeri 
  
 ",GARUDAKU,Oleh Bojenx,"GARUDAKU 
 Oleh Bojenx 
  
 Garudaku gagah berani 
 Mencabik-cabik musuh pertiwi 
 Garudaku terbang tinggi 
 Menjelajahi penjuru negri 
 Garudaku gagah perkasa 
 Tiada musuh mampu menatap matanya 
 Garudaku elok rupa 
 Gambarnya dipajang di seluruh dunia 
 Garudaku harum nan wangi 
 Tercium baunya sampai kehati 
  
 Kini garudaku sudah tua 
 Setiap hari jatuh bulu dari sayapnya 
 Garudaku mulai renta 
 Mulai menipis perisai di dadanya 
 Garudaku tak berdaya 
 Kukunyan dipakai mencabik rakyat jelata 
 Garudaku telah pergi 
 Kearah yang tak semestinya 
 Garudaku telah mati 
 Disembelih para penguasa negeri 
  
 "
"Dari pulau yang suci 
 Dari pulau stana Hyang Agung 
 Terdengar lantunan kidung suci 
 Yang membawa kedamaian dan menyiratkan sejuta kebajikan 
 Melantun lembut bagai kasih-Nya yang tiada terhingga 
 Suara suci, suara nan indah dari surga 
 Membahana di seluruh pelosok jagat raya 
 Memberi pencerahan jiwa dan raga yang terbungkus kabut hitam 
 Menggugah rasa dan hati yang tak bergairah 
 Memberi jalan yang lurus menuju pangkuan-Nya Dan menuntun semua umat manusia untuk datang pada-Nya 
 Para penembang bersimpuh dengan sujud 
 Dengan hati tulus dan jiwa yang teguh 
 Mengucap kata demi kata, bait demi bait 
 Memuja keagungan Hyang Pencipta 
 Dan mengucap syukur Atas kasih-Nya yang melimpah tiada tara membanjiri jagat raya 
 Lantunan kidung suci 
 Lantunan nyanyian surga para dewata 
 Terlantun dari tanah kebanggaan, tanah Bali 
 Dari jiwa yang luhur 
 Dengan rasa yang tulus telah dinyanyikan dan ditembangkan 
 Nyanyian surga dari tanah Bali 
 Tak ternoda oleh dosa 
 Tak tersamarkan oleh debu 
 Tak terhapuskan oleh hujan 
 Tak terhempaskan oleh angin 
 Menuntun jiwa-jiwa yang renta pada sebuah kedamaian 
 Mendidik raga-raga yang terlena untuk mensyukuri anugrah-Nya 
 Kidung warga sari membawa kekusyukan 
 Palawakya membawakan sebuah drama spiritual 
 Dan semuanya telah menjadi nyanyian surga dari tanah Bali 
 Yang tak akan punah ditelan waktu 
 Dan tak akan sirna diterpa angin kehidupan. Singaraja, 16 April 2013 
  
 ",NYANYIAN SURGA DARI BALI,Oleh I Putu Supartika,"NYANYIAN SURGA DARI BALI 
 Oleh I Putu Supartika 
  
 Dari pulau yang suci 
 Dari pulau stana Hyang Agung 
 Terdengar lantunan kidung suci 
 Yang membawa kedamaian dan menyiratkan sejuta kebajikan 
 Melantun lembut bagai kasih-Nya yang tiada terhingga 
 Suara suci, suara nan indah dari surga 
 Membahana di seluruh pelosok jagat raya 
 Memberi pencerahan jiwa dan raga yang terbungkus kabut hitam 
 Menggugah rasa dan hati yang tak bergairah 
 Memberi jalan yang lurus menuju pangkuan-Nya Dan menuntun semua umat manusia untuk datang pada-Nya 
 Para penembang bersimpuh dengan sujud 
 Dengan hati tulus dan jiwa yang teguh 
 Mengucap kata demi kata, bait demi bait 
 Memuja keagungan Hyang Pencipta 
 Dan mengucap syukur Atas kasih-Nya yang melimpah tiada tara membanjiri jagat raya 
 Lantunan kidung suci 
 Lantunan nyanyian surga para dewata 
 Terlantun dari tanah kebanggaan, tanah Bali 
 Dari jiwa yang luhur 
 Dengan rasa yang tulus telah dinyanyikan dan ditembangkan 
 Nyanyian surga dari tanah Bali 
 Tak ternoda oleh dosa 
 Tak tersamarkan oleh debu 
 Tak terhapuskan oleh hujan 
 Tak terhempaskan oleh angin 
 Menuntun jiwa-jiwa yang renta pada sebuah kedamaian 
 Mendidik raga-raga yang terlena untuk mensyukuri anugrah-Nya 
 Kidung warga sari membawa kekusyukan 
 Palawakya membawakan sebuah drama spiritual 
 Dan semuanya telah menjadi nyanyian surga dari tanah Bali 
 Yang tak akan punah ditelan waktu 
 Dan tak akan sirna diterpa angin kehidupan. Singaraja, 16 April 2013 
  
 "
